timestamp,measure_id,value
2025-10-17T07:00:00,room1_hvac_switch,0.0
2025-10-17T08:00:00,room1_temp,22.5
2025-10-17T08:00:00,room1_humi,37.34
2025-10-17T08:00:00,room1_lux,519.39
2025-10-17T08:00:00,room1_noise,43.71
2025-10-17T08:00:00,room1_light_switch,1.0
2025-10-17T08:00:00,room1_hvac_switch,1.0
2025-10-17T09:00:00,room1_temp,23.2
2025-10-17T09:00:00,room1_humi,45.9
2025-10-17T09:00:00,room1_lux,377.14
2025-10-17T09:00:00,room1_noise,50.41
2025-10-17T09:00:00,room1_light_switch,1.0
2025-10-17T09:00:00,room1_hvac_switch,1.0
2025-10-17T10:00:00,room1_temp,21.64
2025-10-17T10:00:00,room1_humi,36.18
2025-10-17T10:00:00,room1_lux,349.35
2025-10-17T10:00:00,room1_noise,54.14
2025-10-17T10:00:00,room1_light_switch,1.0
2025-10-17T10:00:00,room1_hvac_switch,1.0
2025-10-17T11:00:00,room1_temp,22.18
2025-10-17T11:00:00,room1_humi,45.17
2025-10-17T11:00:00,room1_lux,586.0
2025-10-17T11:00:00,room1_noise,57.35
2025-10-17T11:00:00,room1_light_switch,1.0
2025-10-17T11:00:00,room1_hvac_switch,1.0
2025-10-17T12:00:00,room1_temp,22.28
2025-10-17T12:00:00,room1_humi,44.04
2025-10-17T12:00:00,room1_lux,396.25
2025-10-17T12:00:00,room1_noise,35.16
2025-10-17T12:00:00,room1_light_switch,1.0
2025-10-17T12:00:00,room1_hvac_switch,1.0
2025-10-17T13:00:00,room1_temp,22.68
2025-10-17T13:00:00,room1_humi,41.63
2025-10-17T13:00:00,room1_lux,269.61
2025-10-17T13:00:00,room1_noise,44.08
2025-10-17T13:00:00,room1_light_switch,1.0
2025-10-17T13:00:00,room1_hvac_switch,1.0
2025-10-17T14:00:00,room1_temp,22.21
2025-10-17T14:00:00,room1_humi,44.76
2025-10-17T14:00:00,room1_lux,354.63
2025-10-17T14:00:00,room1_noise,50.58
2025-10-17T14:00:00,room1_light_switch,1.0
2025-10-17T14:00:00,room1_hvac_switch,1.0
2025-10-17T15:00:00,room1_temp,23.61
2025-10-17T15:00:00,room1_humi,40.86
2025-10-17T15:00:00,room1_lux,280.45
2025-10-17T15:00:00,room1_noise,50.3
2025-10-17T15:00:00,room1_light_switch,0.0
2025-10-17T15:00:00,room1_hvac_switch,1.0
2025-10-17T16:00:00,room1_temp,22.71
2025-10-17T16:00:00,room1_humi,45.94
2025-10-17T16:00:00,room1_lux,514.23
2025-10-17T16:00:00,room1_noise,35.06
2025-10-17T16:00:00,room1_light_switch,1.0
2025-10-17T16:00:00,room1_hvac_switch,0.0
2025-10-17T17:00:00,room1_temp,23.62
2025-10-17T17:00:00,room1_humi,50.3
2025-10-17T17:00:00,room1_lux,208.73
2025-10-17T17:00:00,room1_noise,59.68
2025-10-17T17:00:00,room1_light_switch,1.0
2025-10-17T17:00:00,room1_hvac_switch,1.0
2025-10-17T18:00:00,room1_temp,21.08
2025-10-17T18:00:00,room1_humi,40.79
2025-10-17T18:00:00,room1_lux,23.42
2025-10-17T18:00:00,room1_noise,36.08
2025-10-17T18:00:00,room1_light_switch,0.0
2025-10-17T18:00:00,room1_hvac_switch,0.0
2025-10-17T19:00:00,room1_temp,21.3
2025-10-17T19:00:00,room1_humi,50.18
2025-10-17T19:00:00,room1_lux,28.72
2025-10-17T19:00:00,room1_noise,64.42
2025-10-17T19:00:00,room1_light_switch,0.0
2025-10-17T19:00:00,room1_hvac_switch,0.0
2025-10-17T20:00:00,room1_temp,23.97
2025-10-17T20:00:00,room1_humi,41.21
2025-10-17T20:00:00,room1_lux,12.1
2025-10-17T20:00:00,room1_noise,55.51
2025-10-17T20:00:00,room1_light_switch,0.0
2025-10-17T20:00:00,room1_hvac_switch,0.0
2025-10-17T21:00:00,room1_temp,21.09
2025-10-17T21:00:00,room1_humi,38.99
2025-10-17T21:00:00,room1_lux,21.41
2025-10-17T21:00:00,room1_noise,45.85
2025-10-17T21:00:00,room1_light_switch,0.0
2025-10-17T21:00:00,room1_hvac_switch,0.0
2025-10-17T22:00:00,room1_temp,24.32
2025-10-17T22:00:00,room1_humi,38.93
2025-10-17T22:00:00,room1_lux,10.13
2025-10-17T22:00:00,room1_noise,42.46
2025-10-17T22:00:00,room1_light_switch,0.0
2025-10-17T22:00:00,room1_hvac_switch,0.0
2025-10-17T23:00:00,room1_temp,21.95
2025-10-17T23:00:00,room1_humi,52.01
2025-10-17T23:00:00,room1_lux,19.58
2025-10-17T23:00:00,room1_noise,53.05
2025-10-17T23:00:00,room1_light_switch,0.0
2025-10-17T23:00:00,room1_hvac_switch,0.0
2025-10-17T00:00:00,room2_temp,24.75
2025-10-17T00:00:00,room2_humi,46.26
2025-10-17T00:00:00,room2_lux,11.55
2025-10-17T00:00:00,room2_noise,48.55
2025-10-17T00:00:00,room2_light_switch,0.0
2025-10-17T00:00:00,room2_hvac_switch,0.0
2025-10-17T01:00:00,room2_temp,22.57
2025-10-17T01:00:00,room2_humi,52.65
2025-10-17T01:00:00,room2_lux,12.55
2025-10-17T01:00:00,room2_noise,57.52
2025-10-17T01:00:00,room2_light_switch,0.0
2025-10-17T01:00:00,room2_hvac_switch,0.0
2025-10-17T02:00:00,room2_temp,23.37
2025-10-17T02:00:00,room2_humi,35.95
2025-10-17T02:00:00,room2_lux,23.85
2025-10-17T02:00:00,room2_noise,62.04
2025-10-17T02:00:00,room2_light_switch,0.0
2025-10-17T02:00:00,room2_hvac_switch,0.0
2025-10-17T03:00:00,room2_temp,24.5
2025-10-17T03:00:00,room2_humi,42.93
2025-10-17T03:00:00,room2_lux,8.95
2025-10-17T03:00:00,room2_noise,52.28
2025-10-17T03:00:00,room2_light_switch,0.0
2025-10-17T03:00:00,room2_hvac_switch,0.0
2025-10-17T04:00:00,room2_temp,24.46
2025-10-17T04:00:00,room2_humi,41.36
2025-10-17T04:00:00,room2_lux,26.87
2025-10-17T04:00:00,room2_noise,37.22
2025-10-17T04:00:00,room2_light_switch,0.0
2025-10-17T04:00:00,room2_hvac_switch,0.0
2025-10-17T05:00:00,room2_temp,23.14
2025-10-17T05:00:00,room2_humi,43.82
2025-10-17T05:00:00,room2_lux,23.15
2025-10-17T05:00:00,room2_noise,50.62
2025-10-17T05:00:00,room2_light_switch,0.0
2025-10-17T05:00:00,room2_hvac_switch,0.0
2025-10-17T06:00:00,room2_temp,21.39
2025-10-17T06:00:00,room2_humi,43.39
2025-10-17T06:00:00,room2_lux,18.43
2025-10-17T06:00:00,room2_noise,43.59
2025-10-17T06:00:00,room2_light_switch,0.0
2025-10-17T06:00:00,room2_hvac_switch,0.0
2025-10-17T07:00:00,room2_temp,23.53
2025-10-17T07:00:00,room2_humi,46.27
2025-10-17T07:00:00,room2_lux,17.78
2025-10-17T07:00:00,room2_noise,62.71
2025-10-17T07:00:00,room2_light_switch,0.0
2025-10-17T07:00:00,room2_hvac_switch,0.0
2025-10-17T08:00:00,room2_temp,21.85
2025-10-17T08:00:00,room2_humi,45.29
2025-10-17T08:00:00,room2_lux,346.04
2025-10-17T08:00:00,room2_noise,55.43
2025-10-17T08:00:00,room2_light_switch,1.0
2025-10-17T08:00:00,room2_hvac_switch,1.0
2025-10-17T09:00:00,room2_temp,24.32
2025-10-17T09:00:00,room2_humi,46.32
2025-10-17T09:00:00,room2_lux,239.22
2025-10-17T09:00:00,room2_noise,42.22
2025-10-17T09:00:00,room2_light_switch,1.0
2025-10-17T09:00:00,room2_hvac_switch,1.0
2025-10-17T10:00:00,room2_temp,24.08
2025-10-17T10:00:00,room2_humi,49.95
2025-10-17T10:00:00,room2_lux,433.37
2025-10-17T10:00:00,room2_noise,46.95
2025-10-17T10:00:00,room2_light_switch,1.0
2025-10-17T10:00:00,room2_hvac_switch,1.0
2025-10-17T11:00:00,room2_temp,24.93
2025-10-17T11:00:00,room2_humi,43.14
2025-10-17T11:00:00,room2_lux,388.64
2025-10-17T11:00:00,room2_noise,49.29
2025-10-17T11:00:00,room2_light_switch,0.0
2025-10-17T11:00:00,room2_hvac_switch,1.0
2025-10-17T12:00:00,room2_temp,22.46
2025-10-17T12:00:00,room2_humi,38.98
2025-10-17T12:00:00,room2_lux,475.89
2025-10-17T12:00:00,room2_noise,46.9
2025-10-17T12:00:00,room2_light_switch,1.0
2025-10-17T12:00:00,room2_hvac_switch,1.0
2025-10-17T13:00:00,room2_temp,22.28
2025-10-17T13:00:00,room2_humi,37.28
2025-10-17T13:00:00,room2_lux,302.81
2025-10-17T13:00:00,room2_noise,54.3
2025-10-17T13:00:00,room2_light_switch,1.0
2025-10-17T13:00:00,room2_hvac_switch,0.0
2025-10-17T14:00:00,room2_temp,22.95
2025-10-17T14:00:00,room2_humi,39.79
2025-10-17T14:00:00,room2_lux,562.35
2025-10-17T14:00:00,room2_noise,41.31
2025-10-17T14:00:00,room2_light_switch,1.0
2025-10-17T14:00:00,room2_hvac_switch,1.0
2025-10-17T15:00:00,room2_temp,21.18
2025-10-17T15:00:00,room2_humi,39.81
2025-10-17T15:00:00,room2_lux,582.41
2025-10-17T15:00:00,room2_noise,47.96
2025-10-17T15:00:00,room2_light_switch,1.0
2025-10-17T15:00:00,room2_hvac_switch,1.0
2025-10-17T16:00:00,room2_temp,23.74
2025-10-17T16:00:00,room2_humi,44.31
2025-10-17T16:00:00,room2_lux,303.52
2025-10-17T16:00:00,room2_noise,43.15
2025-10-17T16:00:00,room2_light_switch,1.0
2025-10-17T16:00:00,room2_hvac_switch,1.0
2025-10-17T17:00:00,room2_temp,24.05
2025-10-17T17:00:00,room2_humi,45.85
2025-10-17T17:00:00,room2_lux,548.49
2025-10-17T17:00:00,room2_noise,42.49
2025-10-17T17:00:00,room2_light_switch,1.0
2025-10-17T17:00:00,room2_hvac_switch,0.0
2025-10-17T18:00:00,room2_temp,24.95
2025-10-17T18:00:00,room2_humi,46.98
2025-10-17T18:00:00,room2_lux,25.33
2025-10-17T18:00:00,room2_noise,50.13
2025-10-17T18:00:00,room2_light_switch,0.0
2025-10-17T18:00:00,room2_hvac_switch,0.0
2025-10-17T19:00:00,room2_temp,22.11
2025-10-17T19:00:00,room2_humi,45.54
2025-10-17T19:00:00,room2_lux,12.52
2025-10-17T19:00:00,room2_noise,55.06
2025-10-17T19:00:00,room2_light_switch,0.0
2025-10-17T19:00:00,room2_hvac_switch,0.0
2025-10-17T20:00:00,room2_temp,23.95
2025-10-17T20:00:00,room2_humi,43.82
2025-10-17T20:00:00,room2_lux,14.53
2025-10-17T20:00:00,room2_noise,52.68
2025-10-17T20:00:00,room2_light_switch,0.0
2025-10-17T20:00:00,room2_hvac_switch,0.0
2025-10-17T21:00:00,room2_temp,24.39
2025-10-17T21:00:00,room2_humi,48.9
2025-10-17T21:00:00,room2_lux,21.57
2025-10-17T21:00:00,room2_noise,50.52
2025-10-17T21:00:00,room2_light_switch,0.0
2025-10-17T21:00:00,room2_hvac_switch,1.0
2025-10-17T22:00:00,room2_temp,22.26
2025-10-17T22:00:00,room2_humi,40.64
2025-10-17T22:00:00,room2_lux,7.97
2025-10-17T22:00:00,room2_noise,37.33
2025-10-17T22:00:00,room2_light_switch,0.0
2025-10-17T22:00:00,room2_hvac_switch,1.0
2025-10-17T23:00:00,room2_temp,23.69
2025-10-17T23:00:00,room2_humi,46.94
2025-10-17T23:00:00,room2_lux,24.37
2025-10-17T23:00:00,room2_noise,37.56
2025-10-17T23:00:00,room2_light_switch,0.0
2025-10-17T23:00:00,room2_hvac_switch,0.0
2025-10-17T00:00:00,room3_temp,23.01
2025-10-17T00:00:00,room3_humi,45.31
2025-10-17T00:00:00,room3_lux,24.73
2025-10-17T00:00:00,room3_noise,61.95
2025-10-17T00:00:00,room3_light_switch,0.0
2025-10-17T00:00:00,room3_hvac_switch,0.0
2025-10-17T01:00:00,room3_temp,22.29
2025-10-17T01:00:00,room3_humi,52.06
2025-10-17T01:00:00,room3_lux,12.98
2025-10-17T01:00:00,room3_noise,47.29
2025-10-17T01:00:00,room3_light_switch,0.0
2025-10-17T01:00:00,room3_hvac_switch,0.0
2025-10-17T02:00:00,room3_temp,22.08
2025-10-17T02:00:00,room3_humi,46.47
2025-10-17T02:00:00,room3_lux,8.49
2025-10-17T02:00:00,room3_noise,37.35
2025-10-17T02:00:00,room3_light_switch,0.0
2025-10-17T02:00:00,room3_hvac_switch,0.0
2025-10-17T03:00:00,room3_temp,24.75
2025-10-17T03:00:00,room3_humi,48.19
2025-10-17T03:00:00,room3_lux,24.26
2025-10-17T03:00:00,room3_noise,54.3
2025-10-17T03:00:00,room3_light_switch,1.0
2025-10-17T03:00:00,room3_hvac_switch,0.0
2025-10-17T04:00:00,room3_temp,23.23
2025-10-17T04:00:00,room3_humi,44.25
2025-10-17T04:00:00,room3_lux,14.93
2025-10-17T04:00:00,room3_noise,40.39
2025-10-17T04:00:00,room3_light_switch,0.0
2025-10-17T04:00:00,room3_hvac_switch,0.0
2025-10-17T05:00:00,room3_temp,24.73
2025-10-17T05:00:00,room3_humi,50.66
2025-10-17T05:00:00,room3_lux,17.03
2025-10-17T05:00:00,room3_noise,38.18
2025-10-17T05:00:00,room3_light_switch,0.0
2025-10-17T05:00:00,room3_hvac_switch,0.0
2025-10-17T06:00:00,room3_temp,23.9
2025-10-17T06:00:00,room3_humi,52.92
2025-10-17T06:00:00,room3_lux,11.38
2025-10-17T06:00:00,room3_noise,35.37
2025-10-17T06:00:00,room3_light_switch,0.0
2025-10-17T06:00:00,room3_hvac_switch,0.0
2025-10-17T07:00:00,room3_temp,23.09
2025-10-17T07:00:00,room3_humi,38.97
2025-10-17T07:00:00,room3_lux,8.15
2025-10-17T07:00:00,room3_noise,56.32
2025-10-17T07:00:00,room3_light_switch,1.0
2025-10-17T07:00:00,room3_hvac_switch,0.0
2025-10-17T08:00:00,room3_temp,24.38
2025-10-17T08:00:00,room3_humi,35.53
2025-10-17T08:00:00,room3_lux,421.05
2025-10-17T08:00:00,room3_noise,62.11
2025-10-17T08:00:00,room3_light_switch,1.0
2025-10-17T08:00:00,room3_hvac_switch,1.0
2025-10-17T09:00:00,room3_temp,21.72
2025-10-17T09:00:00,room3_humi,39.92
2025-10-17T09:00:00,room3_lux,513.55
2025-10-17T09:00:00,room3_noise,57.25
2025-10-17T09:00:00,room3_light_switch,1.0
2025-10-17T09:00:00,room3_hvac_switch,1.0
2025-10-17T10:00:00,room3_temp,24.21
2025-10-17T10:00:00,room3_humi,40.15
2025-10-17T10:00:00,room3_lux,459.97
2025-10-17T10:00:00,room3_noise,58.89
2025-10-17T10:00:00,room3_light_switch,1.0
2025-10-17T10:00:00,room3_hvac_switch,1.0
2025-10-17T11:00:00,room3_temp,22.21
2025-10-17T11:00:00,room3_humi,36.0
2025-10-17T11:00:00,room3_lux,435.88
2025-10-17T11:00:00,room3_noise,63.75
2025-10-17T11:00:00,room3_light_switch,1.0
2025-10-17T11:00:00,room3_hvac_switch,1.0
2025-10-17T12:00:00,room3_temp,24.78
2025-10-17T12:00:00,room3_humi,40.03
2025-10-17T12:00:00,room3_lux,464.59
2025-10-17T12:00:00,room3_noise,59.33
2025-10-17T12:00:00,room3_light_switch,0.0
2025-10-17T12:00:00,room3_hvac_switch,1.0
2025-10-17T13:00:00,room3_temp,21.98
2025-10-17T13:00:00,room3_humi,37.66
2025-10-17T13:00:00,room3_lux,404.39
2025-10-17T13:00:00,room3_noise,45.74
2025-10-17T13:00:00,room3_light_switch,0.0
2025-10-17T13:00:00,room3_hvac_switch,1.0
2025-10-17T14:00:00,room3_temp,24.55
2025-10-17T14:00:00,room3_humi,50.65
2025-10-17T14:00:00,room3_lux,269.07
2025-10-17T14:00:00,room3_noise,49.95
2025-10-17T14:00:00,room3_light_switch,1.0
2025-10-17T14:00:00,room3_hvac_switch,1.0
2025-10-17T15:00:00,room3_temp,23.17
2025-10-17T15:00:00,room3_humi,39.95
2025-10-17T15:00:00,room3_lux,265.65
2025-10-17T15:00:00,room3_noise,40.85
2025-10-17T15:00:00,room3_light_switch,1.0
2025-10-17T15:00:00,room3_hvac_switch,1.0
2025-10-17T16:00:00,room3_temp,23.32
2025-10-17T16:00:00,room3_humi,46.34
2025-10-17T16:00:00,room3_lux,463.78
2025-10-17T16:00:00,room3_noise,54.07
2025-10-17T16:00:00,room3_light_switch,0.0
2025-10-17T16:00:00,room3_hvac_switch,1.0
2025-10-17T17:00:00,room3_temp,21.41
2025-10-17T17:00:00,room3_humi,53.22
2025-10-17T17:00:00,room3_lux,461.21
2025-10-17T17:00:00,room3_noise,48.68
2025-10-17T17:00:00,room3_light_switch,1.0
2025-10-17T17:00:00,room3_hvac_switch,1.0
2025-10-17T18:00:00,room3_temp,22.65
2025-10-17T18:00:00,room3_humi,42.79
2025-10-17T18:00:00,room3_lux,24.72
2025-10-17T18:00:00,room3_noise,51.82
2025-10-17T18:00:00,room3_light_switch,0.0
2025-10-17T18:00:00,room3_hvac_switch,0.0
2025-10-17T19:00:00,room3_temp,21.02
2025-10-17T19:00:00,room3_humi,46.26
2025-10-17T19:00:00,room3_lux,13.86
2025-10-17T19:00:00,room3_noise,60.04
2025-10-17T19:00:00,room3_light_switch,0.0
2025-10-17T19:00:00,room3_hvac_switch,0.0
2025-10-17T20:00:00,room3_temp,24.09
2025-10-17T20:00:00,room3_humi,45.06
2025-10-17T20:00:00,room3_lux,25.08
2025-10-17T20:00:00,room3_noise,46.67
2025-10-17T20:00:00,room3_light_switch,0.0
2025-10-17T20:00:00,room3_hvac_switch,0.0
2025-10-17T21:00:00,room3_temp,24.27
2025-10-17T21:00:00,room3_humi,50.25
2025-10-17T21:00:00,room3_lux,23.98
2025-10-17T21:00:00,room3_noise,56.36
2025-10-17T21:00:00,room3_light_switch,0.0
2025-10-17T21:00:00,room3_hvac_switch,0.0
2025-10-17T22:00:00,room3_temp,23.33
2025-10-17T22:00:00,room3_humi,45.36
2025-10-17T22:00:00,room3_lux,5.85
2025-10-17T22:00:00,room3_noise,40.94
2025-10-17T22:00:00,room3_light_switch,0.0
2025-10-17T22:00:00,room3_hvac_switch,0.0
2025-10-17T23:00:00,room3_temp,21.68
2025-10-17T23:00:00,room3_humi,43.74
2025-10-17T23:00:00,room3_lux,19.39
2025-10-17T23:00:00,room3_noise,41.76
2025-10-17T23:00:00,room3_light_switch,0.0
2025-10-17T23:00:00,room3_hvac_switch,0.0
2025-10-17T00:00:00,room4_temp,21.38
2025-10-17T00:00:00,room4_humi,53.66
2025-10-17T00:00:00,room4_lux,16.44
2025-10-17T00:00:00,room4_noise,43.61
2025-10-17T00:00:00,room4_light_switch,0.0
2025-10-17T00:00:00,room4_hvac_switch,0.0
2025-10-17T01:00:00,room4_temp,21.87
2025-10-17T01:00:00,room4_humi,40.5
2025-10-17T01:00:00,room4_lux,10.29
2025-10-17T01:00:00,room4_noise,49.88
2025-10-17T01:00:00,room4_light_switch,0.0
2025-10-17T01:00:00,room4_hvac_switch,0.0
2025-10-17T02:00:00,room4_temp,21.6
2025-10-17T02:00:00,room4_humi,41.79
2025-10-17T02:00:00,room4_lux,7.21
2025-10-17T02:00:00,room4_noise,59.51
2025-10-17T02:00:00,room4_light_switch,0.0
2025-10-17T02:00:00,room4_hvac_switch,0.0
2025-10-17T03:00:00,room4_temp,23.45
2025-10-17T03:00:00,room4_humi,46.33
2025-10-17T03:00:00,room4_lux,5.82
2025-10-17T03:00:00,room4_noise,43.72
2025-10-17T03:00:00,room4_light_switch,0.0
2025-10-17T03:00:00,room4_hvac_switch,0.0
2025-10-17T04:00:00,room4_temp,24.86
2025-10-17T04:00:00,room4_humi,49.06
2025-10-17T04:00:00,room4_lux,19.97
2025-10-17T04:00:00,room4_noise,61.05
2025-10-17T04:00:00,room4_light_switch,0.0
2025-10-17T04:00:00,room4_hvac_switch,0.0
2025-10-17T05:00:00,room4_temp,22.87
2025-10-17T05:00:00,room4_humi,36.28
2025-10-17T05:00:00,room4_lux,26.77
2025-10-17T05:00:00,room4_noise,63.77
2025-10-17T05:00:00,room4_light_switch,0.0
2025-10-17T05:00:00,room4_hvac_switch,0.0
2025-10-17T06:00:00,room4_temp,21.06
2025-10-17T06:00:00,room4_humi,35.23
2025-10-17T06:00:00,room4_lux,15.47
2025-10-17T06:00:00,room4_noise,46.86
2025-10-17T06:00:00,room4_light_switch,0.0
2025-10-17T06:00:00,room4_hvac_switch,0.0
2025-10-17T07:00:00,room4_temp,21.21
2025-10-17T07:00:00,room4_humi,48.22
2025-10-17T07:00:00,room4_lux,20.07
2025-10-17T07:00:00,room4_noise,35.12
2025-10-17T07:00:00,room4_light_switch,0.0
2025-10-17T07:00:00,room4_hvac_switch,0.0
2025-10-17T08:00:00,room4_temp,24.94
2025-10-17T08:00:00,room4_humi,48.77
2025-10-17T08:00:00,room4_lux,520.29
2025-10-17T08:00:00,room4_noise,47.58
2025-10-17T08:00:00,room4_light_switch,1.0
2025-10-17T08:00:00,room4_hvac_switch,0.0
2025-10-17T09:00:00,room4_temp,22.41
2025-10-17T09:00:00,room4_humi,53.57
2025-10-17T09:00:00,room4_lux,206.61
2025-10-17T09:00:00,room4_noise,39.51
2025-10-17T09:00:00,room4_light_switch,1.0
2025-10-17T09:00:00,room4_hvac_switch,1.0
2025-10-17T10:00:00,room4_temp,24.47
2025-10-17T10:00:00,room4_humi,50.51
2025-10-17T10:00:00,room4_lux,381.52
2025-10-17T10:00:00,room4_noise,49.09
2025-10-17T10:00:00,room4_light_switch,1.0
2025-10-17T10:00:00,room4_hvac_switch,1.0
2025-10-17T11:00:00,room4_temp,22.71
2025-10-17T11:00:00,room4_humi,47.28
2025-10-17T11:00:00,room4_lux,324.06
2025-10-17T11:00:00,room4_noise,46.88
2025-10-17T11:00:00,room4_light_switch,1.0
2025-10-17T11:00:00,room4_hvac_switch,1.0
2025-10-17T12:00:00,room4_temp,23.19
2025-10-17T12:00:00,room4_humi,37.12
2025-10-17T12:00:00,room4_lux,544.46
2025-10-17T12:00:00,room4_noise,64.05
2025-10-17T12:00:00,room4_light_switch,1.0
2025-10-17T12:00:00,room4_hvac_switch,1.0
2025-10-17T13:00:00,room4_temp,22.38
2025-10-17T13:00:00,room4_humi,53.22
2025-10-17T13:00:00,room4_lux,302.41
2025-10-17T13:00:00,room4_noise,61.56
2025-10-17T13:00:00,room4_light_switch,1.0
2025-10-17T13:00:00,room4_hvac_switch,0.0
2025-10-17T14:00:00,room4_temp,23.1
2025-10-17T14:00:00,room4_humi,50.05
2025-10-17T14:00:00,room4_lux,597.54
2025-10-17T14:00:00,room4_noise,37.61
2025-10-17T14:00:00,room4_light_switch,1.0
2025-10-17T14:00:00,room4_hvac_switch,1.0
2025-10-17T15:00:00,room4_temp,21.13
2025-10-17T15:00:00,room4_humi,54.12
2025-10-17T15:00:00,room4_lux,299.77
2025-10-17T15:00:00,room4_noise,36.76
2025-10-17T15:00:00,room4_light_switch,1.0
2025-10-17T15:00:00,room4_hvac_switch,1.0
2025-10-17T16:00:00,room4_temp,21.31
2025-10-17T16:00:00,room4_humi,51.97
2025-10-17T16:00:00,room4_lux,315.67
2025-10-17T16:00:00,room4_noise,58.45
2025-10-17T16:00:00,room4_light_switch,0.0
2025-10-17T16:00:00,room4_hvac_switch,1.0
2025-10-17T17:00:00,room4_temp,23.54
2025-10-17T17:00:00,room4_humi,38.19
2025-10-17T17:00:00,room4_lux,584.67
2025-10-17T17:00:00,room4_noise,63.62
2025-10-17T17:00:00,room4_light_switch,1.0
2025-10-17T17:00:00,room4_hvac_switch,1.0
2025-10-17T18:00:00,room4_temp,24.01
2025-10-17T18:00:00,room4_humi,49.19
2025-10-17T18:00:00,room4_lux,10.83
2025-10-17T18:00:00,room4_noise,53.77
2025-10-17T18:00:00,room4_light_switch,0.0
2025-10-17T18:00:00,room4_hvac_switch,0.0
2025-10-17T19:00:00,room4_temp,24.5
2025-10-17T19:00:00,room4_humi,49.21
2025-10-17T19:00:00,room4_lux,12.66
2025-10-17T19:00:00,room4_noise,40.46
2025-10-17T19:00:00,room4_light_switch,0.0
2025-10-17T19:00:00,room4_hvac_switch,0.0
2025-10-17T20:00:00,room4_temp,21.19
2025-10-17T20:00:00,room4_humi,42.8
2025-10-17T20:00:00,room4_lux,18.03
2025-10-17T20:00:00,room4_noise,61.52
2025-10-17T20:00:00,room4_light_switch,0.0
2025-10-17T20:00:00,room4_hvac_switch,0.0
2025-10-17T21:00:00,room4_temp,23.36
2025-10-17T21:00:00,room4_humi,49.55
2025-10-17T21:00:00,room4_lux,13.63
2025-10-17T21:00:00,room4_noise,58.05
2025-10-17T21:00:00,room4_light_switch,0.0
2025-10-17T21:00:00,room4_hvac_switch,0.0
2025-10-17T22:00:00,room4_temp,22.0
2025-10-17T22:00:00,room4_humi,38.46
2025-10-17T22:00:00,room4_lux,10.39
2025-10-17T22:00:00,room4_noise,51.46
2025-10-17T22:00:00,room4_light_switch,0.0
2025-10-17T22:00:00,room4_hvac_switch,0.0
2025-10-17T23:00:00,room4_temp,23.2
2025-10-17T23:00:00,room4_humi,37.62
2025-10-17T23:00:00,room4_lux,26.45
2025-10-17T23:00:00,room4_noise,40.05
2025-10-17T23:00:00,room4_light_switch,0.0
2025-10-17T23:00:00,room4_hvac_switch,0.0
2025-10-17T00:00:00,room5_temp,22.28
2025-10-17T00:00:00,room5_humi,39.64
2025-10-17T00:00:00,room5_lux,21.85
2025-10-17T00:00:00,room5_noise,42.03
2025-10-17T00:00:00,room5_light_switch,0.0
2025-10-17T00:00:00,room5_hvac_switch,0.0
